Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	domain:VWFA 2	6	0.3898635477582846	0.003919268642071244	340706, 8785, 5212, 4147, 1690, 340267	1322	16	18732	5.313540090771559	0.9999972980967298	0.1196292652804176	0.11699200039977155
SMART	SM00042:CUB	11	0.7147498375568551	0.003963408422708544	79412, 81832, 10747, 56034, 25891, 64478, 26577, 341277, 222663, 80274, 23544	759	48	9504	2.869565217391304	0.7149029410426311	0.07827731634849375	0.07505704700504305
UP_KEYWORDS	Heparan sulfate	6	0.3898635477582846	0.003973601060837401	221914, 2239, 6383, 10082, 6385, 2719	1365	16	19281	5.296978021978021	0.8398265075354301	0.04810148652592643	0.04370961166921142
GOTERM_CC_DIRECT	GO:0043235~receptor complex	19	1.2345679012345678	0.004008080683146524	84171, 4593, 22925, 4881, 7049, 2066, 154, 4916, 1950, 84059, 117, 51555, 658, 5745, 3953, 4306, 57528, 26050, 3977	1282	124	17485	2.0898231090533947	0.8602508064196746	0.0818316472809082	0.07799056995955946
GOTERM_BP_DIRECT	GO:0003009~skeletal muscle contraction	7	0.4548408057179987	0.004022846907631897	79784, 7134, 7136, 7125, 7138, 4621, 7140	1125	23	16172	4.375033816425121	0.9999992041584789	0.24588769519630754	0.24341752604249844
GOTERM_BP_DIRECT	GO:0007605~sensory perception of sound	19	1.2345679012345678	0.004166429542675602	349149, 50617, 375611, 4640, 2562, 9381, 1690, 491, 83715, 54084, 79784, 1301, 84059, 525, 10253, 283310, 84189, 40, 53904	1125	131	16172	2.0849397794741305	0.9999995184059981	0.24718667216752713	0.24470345358949513
GOTERM_BP_DIRECT	GO:0016049~cell growth	11	0.7147498375568551	0.004188836271618428	6098, 7044, 58, 367, 148, 79625, 1056, 7049, 57144, 63923, 859	1125	55	16172	2.8750222222222224	0.9999995547175052	0.24718667216752713	0.24470345358949513
UP_KEYWORDS	Lipid biosynthesis	21	1.364522417153996	0.004221307092052625	158835, 9415, 5563, 7069, 158833, 79152, 2194, 27306, 80168, 84649, 55711, 116255, 3158, 79966, 56994, 55301, 83401, 55224, 347516, 60481, 32	1365	149	19281	1.9908105317501292	0.8571430219401543	0.04978977595754378	0.045243752935333253
GOTERM_BP_DIRECT	GO:0030324~lung development	13	0.8447043534762833	0.0042569461337691235	7472, 3290, 6493, 7477, 8854, 5950, 441376, 2735, 1544, 5764, 4015, 2719, 2736	1125	73	16172	2.559951293759513	0.999999649132794	0.24718667216752713	0.24470345358949513
GOTERM_BP_DIRECT	GO:0007626~locomotory behavior	14	0.9096816114359974	0.004593101991329526	57144, 491, 83715, 27306, 460, 55283, 2911, 320, 111, 774, 4886, 2916, 4009, 4857	1125	83	16172	2.424717536813922	0.9999998917941615	0.2623338907834765	0.25969850439500874
GOTERM_CC_DIRECT	GO:0032982~myosin filament	6	0.3898635477582846	0.004619916451809117	57644, 4629, 9172, 4621, 72, 4604	1282	16	17485	5.114567082683307	0.8965849123188697	0.0905503624554587	0.0863000393197943
KEGG_PATHWAY	hsa04925:Aldosterone synthesis and secretion	13	0.8447043534762833	0.004826500025092176	6770, 90993, 4881, 5332, 3283, 185, 111, 1589, 114, 8912, 108, 5579, 816	438	79	6693	2.5145656320443903	0.6973056541080271	0.049672729424906976	0.0440418127289661
INTERPRO	IPR000233:Cadherin, cytoplasmic domain	7	0.4548408057179987	0.004876581956308426	1008, 1005, 1002, 1000, 28316, 1010, 28513	1275	23	17632	4.208832054560955	0.999604865199067	0.190662460389327	0.18685634764293996
GOTERM_BP_DIRECT	GO:0048738~cardiac muscle tissue development	6	0.3898635477582846	0.004914188466559267	137868, 5350, 653, 8854, 6445, 5950	1125	17	16172	5.07356862745098	0.999999964835857	0.27614568737891104	0.27337154872843406
GOTERM_BP_DIRECT	GO:0009954~proximal/distal pattern formation	7	0.4548408057179987	0.005053355028616788	2735, 3207, 8854, 26585, 4038, 221833, 2736	1125	24	16172	4.19274074074074	0.9999999783989466	0.2794585542809665	0.2766511348206238
UP_KEYWORDS	Cleavage on pair of basic residues	33	2.144249512670565	0.005353348418257769	405754, 22917, 28316, 1000, 28513, 29106, 51083, 651, 151449, 1896, 653, 27344, 56034, 1113, 4908, 9518, 10232, 6863, 1908, 2660, 1010, 148113, 8483, 1008, 3625, 79148, 1005, 2159, 1002, 170690, 8516, 1829, 53616	1365	281	19281	1.6588400922920497	0.9153436627785021	0.06156350680996434	0.05594249097079368
INTERPRO	IPR013320:Concanavalin A-like lectin/glucanase, subgroup	28	1.8193632228719947	0.00543056571616484	161357, 92369, 347088, 9369, 23467, 728577, 256691, 202333, 81578, 60676, 4884, 11122, 4885, 10076, 79937, 4745, 9378, 54084, 120114, 85329, 1301, 1047, 84059, 26960, 1464, 3960, 64084, 340895	1275	222	17632	1.7442006712594949	0.9998381628281047	0.2072665915002914	0.20312901762130867
UP_KEYWORDS	VLDL	5	0.3248862897985705	0.005498282359987775	341, 344, 4023, 348, 338	1365	11	19281	6.420579420579421	0.9208324378719803	0.061688045990106743	0.05605565918231439
GOTERM_BP_DIRECT	GO:0043408~regulation of MAPK cascade	9	0.5847953216374269	0.005542987546572043	7044, 3625, 651, 151449, 653, 4653, 2660, 9518, 54986	1125	40	16172	3.2344	0.9999999961124616	0.3017463845665156	0.298715063251984
GOTERM_MF_DIRECT	GO:0051379~epinephrine binding	4	0.2599090318388564	0.005563312948419035	154, 151, 152, 153	1121	6	16263	9.671721677074043	0.9980983699599276	0.41717322016149405	0.41605877700879196
GOTERM_MF_DIRECT	GO:0031013~troponin I binding	4	0.2599090318388564	0.005563312948419035	7134, 51086, 7139, 7140	1121	6	16263	9.671721677074043	0.9980983699599276	0.41717322016149405	0.41605877700879196
GOTERM_MF_DIRECT	GO:0004024~alcohol dehydrogenase activity, zinc-dependent	4	0.2599090318388564	0.005563312948419035	124, 125, 126, 130	1121	6	16263	9.671721677074043	0.9980983699599276	0.41717322016149405	0.41605877700879196
GOTERM_MF_DIRECT	GO:0030297~transmembrane receptor protein tyrosine kinase activator activity	4	0.2599090318388564	0.005563312948419035	1950, 10718, 26585, 51378	1121	6	16263	9.671721677074043	0.9980983699599276	0.41717322016149405	0.41605877700879196
UP_SEQ_FEATURE	repeat:LRR 9	19	1.2345679012345678	0.005709796249751698	23769, 94025, 158038, 339398, 401024, 3483, 22865, 57633, 4958, 1634, 57689, 1101, 57554, 127435, 8549, 84189, 5549, 26050, 139065	1322	133	18732	2.0242057488653553	0.9999999924060246	0.17203937776915637	0.1682467154300935
INTERPRO	IPR018933:Netrin module, non-TIMP type	6	0.3898635477582846	0.0058034583810691685	124857, 2487, 9423, 26577, 6425, 339366	1275	17	17632	4.8808304498269885	0.999911281605075	0.21634752988032271	0.21202867713162007
UP_KEYWORDS	Fatty acid biosynthesis	10	0.649772579597141	0.005884864666224984	9415, 5563, 79966, 55301, 83401, 60481, 79152, 2194, 27306, 32	1365	48	19281	2.942765567765568	0.9337973250757791	0.0644532796777022	0.05856841501147722
UP_SEQ_FEATURE	compositionally biased region:Poly-Lys	26	1.6894087069525665	0.005905717924991409	23209, 9381, 27324, 27328, 56137, 56138, 56139, 56134, 56135, 83259, 56136, 27145, 344905, 140733, 9752, 56140, 56141, 56142, 56143, 151835, 1501, 56145, 55259, 56146, 56147, 10149	1322	207	18732	1.7797364555241293	0.9999999960094298	0.17203937776915637	0.1682467154300935
UP_SEQ_FEATURE	repeat:EAR 3	4	0.2599090318388564	0.005952372837695857	9211, 84059, 203190, 54084	1322	6	18732	9.446293494704994	0.999999996576384	0.17203937776915637	0.1682467154300935
UP_SEQ_FEATURE	repeat:EAR 1	4	0.2599090318388564	0.005952372837695857	9211, 84059, 203190, 54084	1322	6	18732	9.446293494704994	0.999999996576384	0.17203937776915637	0.1682467154300935
UP_SEQ_FEATURE	repeat:EAR 2	4	0.2599090318388564	0.005952372837695857	9211, 84059, 203190, 54084	1322	6	18732	9.446293494704994	0.999999996576384	0.17203937776915637	0.1682467154300935
UP_SEQ_FEATURE	repeat:EAR 4	4	0.2599090318388564	0.005952372837695857	9211, 84059, 203190, 54084	1322	6	18732	9.446293494704994	0.999999996576384	0.17203937776915637	0.1682467154300935
UP_SEQ_FEATURE	metal ion-binding site:Calcium 1; via carbonyl oxygen	8	0.5198180636777128	0.006027736170833844	148281, 10747, 143425, 4884, 4885, 5579, 23467, 8639	1322	32	18732	3.542360060514372	0.999999997327129	0.17268935380652048	0.1688823625407307
GOTERM_MF_DIRECT	GO:0043395~heparan sulfate proteoglycan binding	6	0.3898635477582846	0.00617599198810544	221914, 2239, 10082, 60495, 2719, 10468	1121	18	16263	4.8358608385370205	0.9990481897119851	0.41717322016149405	0.41605877700879196
GOTERM_MF_DIRECT	GO:0005539~glycosaminoglycan binding	6	0.3898635477582846	0.00617599198810544	1634, 8425, 79625, 5212, 7049, 5104	1121	18	16263	4.8358608385370205	0.9990481897119851	0.41717322016149405	0.41605877700879196
INTERPRO	IPR001978:Troponin	4	0.2599090318388564	0.006375861030012698	7136, 7138, 7139, 7140	1275	6	17632	9.219346405228759	0.9999647564015898	0.21745755810873094	0.21311654634361593
INTERPRO	IPR005492:Leucine-rich glioma-inactivated , EPTP repeat	4	0.2599090318388564	0.006375861030012698	9211, 84059, 203190, 54084	1275	6	17632	9.219346405228759	0.9999647564015898	0.21745755810873094	0.21311654634361593
INTERPRO	IPR001863:Glypican	4	0.2599090318388564	0.006375861030012698	221914, 2239, 10082, 2719	1275	6	17632	9.219346405228759	0.9999647564015898	0.21745755810873094	0.21311654634361593
INTERPRO	IPR019803:Glypican, conserved site	4	0.2599090318388564	0.006375861030012698	221914, 2239, 10082, 2719	1275	6	17632	9.219346405228759	0.9999647564015898	0.21745755810873094	0.21311654634361593
GOTERM_CC_DIRECT	GO:0034707~chloride channel complex	10	0.649772579597141	0.006383603702066469	1080, 57348, 2568, 2555, 54831, 2563, 1188, 2562, 1187, 5348	1282	47	17485	2.9018820327281176	0.9566302182822026	0.12030637746202193	0.11465934341788618
GOTERM_MF_DIRECT	GO:0008201~heparin binding	21	1.364522417153996	0.006480947218832859	7123, 64388, 4023, 7049, 7148, 2254, 26577, 2660, 339366, 283, 4969, 79625, 1056, 348, 5764, 5104, 338, 8839, 10631, 5549, 84570	1121	159	16263	1.9160958039486309	0.9993256697808469	0.41717322016149405	0.41605877700879196
GOTERM_CC_DIRECT	GO:0016012~sarcoglycan complex	4	0.2599090318388564	0.006630711004875126	137868, 6442, 6445, 8910	1282	6	17485	9.092563702548103	0.9616065342703158	0.12033512564403008	0.11468674219543275
GOTERM_BP_DIRECT	GO:0002027~regulation of heart rate	8	0.5198180636777128	0.006645417841607411	1756, 6331, 51086, 6546, 845, 64091, 183, 859	1125	33	16172	3.484875420875421	0.9999999999184584	0.35619439631015726	0.35261609439544556
UP_KEYWORDS	Proteoglycan	10	0.649772579597141	0.006766807441204401	4958, 1634, 221914, 2239, 6383, 10082, 6385, 1464, 7049, 2719	1365	49	19281	2.882709127607087	0.9559887855111626	0.0714249737106414	0.06490356306749587
GOTERM_MF_DIRECT	GO:0051015~actin filament binding	18	1.1695906432748537	0.0067810959630180585	88, 7134, 7169, 7125, 7168, 10391, 4640, 29119, 83715, 79784, 122622, 4629, 783, 85477, 4621, 119, 4635, 2318	1121	128	16263	2.040128791257805	0.9995197038613014	0.41717322016149405	0.41605877700879196
UP_KEYWORDS	Pyrrolidone carboxylic acid	13	0.8447043534762833	0.006831954007104828	5542, 6038, 653247, 283, 4072, 277, 278, 3512, 1113, 347, 5544, 5304, 84570	1365	76	19281	2.4161654135338346	0.9572968836059466	0.0714249737106414	0.06490356306749587
GOTERM_BP_DIRECT	GO:0071320~cellular response to cAMP	10	0.649772579597141	0.006907749585407207	1811, 1080, 6770, 366, 3488, 6546, 5105, 2819, 9370, 29904	1125	50	16172	2.8750222222222224	0.9999999999675107	0.3646454478114956	0.36098224727377964
UP_SEQ_FEATURE	domain:EGF-like 5	9	0.5847953216374269	0.007067703484615273	1950, 84466, 8788, 11197, 7148, 92737, 4147, 222663, 80274	1322	41	18732	3.1103649311833506	0.9999999999123776	0.20072277896307375	0.1962977819987929
INTERPRO	IPR013088:Zinc finger, NHR/GATA-type	11	0.7147498375568551	0.007142874502988699	2625, 2624, 6097, 7067, 2104, 367, 6258, 5468, 4306, 9572, 2627	1275	57	17632	2.6687581699346405	0.9999897795164755	0.23854224642272678	0.23378033008740093
KEGG_PATHWAY	hsa04260:Cardiac muscle contraction	12	0.7797270955165692	0.007267694188391044	781, 9254, 7134, 783, 7169, 477, 7168, 7139, 70, 4635, 482, 27092	438	73	6693	2.5119159316945017	0.8349778277465184	0.07180481858130353	0.06366500109030554
GOTERM_BP_DIRECT	GO:0006069~ethanol oxidation	5	0.3248862897985705	0.007313482007378652	124, 125, 126, 219, 130	1125	12	16172	5.98962962962963	0.9999999999921758	0.37644352908560913	0.3726618059174127
GOTERM_MF_DIRECT	GO:0004435~phosphatidylinositol phospholipase C activity	7	0.4548408057179987	0.007344879302853568	1128, 9651, 5332, 887, 1131, 122618, 23007	1121	26	16263	3.905887600356824	0.9997461431380318	0.41717322016149405	0.41605877700879196
GOTERM_BP_DIRECT	GO:0006898~receptor-mediated endocytosis	18	1.1695906432748537	0.007406283843599634	286133, 84171, 22925, 7113, 286676, 157869, 56241, 3263, 154, 2348, 54413, 80975, 3512, 84466, 348, 338, 50489, 284297	1125	128	16172	2.0215	0.9999999999943509	0.37644352908560913	0.3726618059174127
GOTERM_MF_DIRECT	GO:0008083~growth factor activity	21	1.364522417153996	0.007429621018014142	7044, 22943, 2254, 2660, 27006, 183, 4969, 3625, 146433, 651, 685, 151449, 56034, 653, 1950, 4908, 10718, 5764, 9518, 3952, 3976	1121	161	16263	1.892293371601443	0.9997693509278516	0.41717322016149405	0.41605877700879196
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	20	1.299545159194282	0.0074553971030157954	162515, 375775, 9415, 4023, 7069, 9362, 341, 1149, 344, 1576, 55711, 247, 347, 1056, 56994, 5346, 54857, 5468, 8613, 3952	1125	149	16172	1.9295451155853842	0.9999999999952455	0.37644352908560913	0.3726618059174127
UP_KEYWORDS	Oxidoreductase	57	3.7037037037037033	0.007464146923127801	3081, 7166, 8854, 254295, 64757, 1580, 2194, 3283, 10536, 1576, 1573, 389434, 8528, 1735, 3291, 3290, 1593, 7173, 1589, 1544, 54681, 51097, 124, 1543, 125, 247, 126, 79966, 51179, 53630, 4015, 197257, 11283, 2330, 79152, 130, 1036, 84620, 51302, 219, 55349, 8309, 33, 345275, 8288, 84171, 9415, 55711, 2731, 224, 253827, 2819, 79901, 10840, 10202, 54905, 8639	1365	568	19281	1.41750116081102	0.9681394212899799	0.07630016854752864	0.06933363141927602
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	36	2.3391812865497075	0.007479475180046637	90167, 6770, 7345, 491, 23544, 2173, 51083, 2823, 774, 214, 84249, 23242, 92737, 10891, 338, 6623, 3751, 658, 6900, 3776, 22866, 9378, 6863, 2045, 55450, 283, 3249, 80975, 116443, 2555, 347, 348, 4038, 60481, 40, 84152	1282	311	17485	1.57877311877041	0.9747446557068461	0.13089081565081614	0.12474696103863496
SMART	SM00327:VWA	13	0.8447043534762833	0.007807207675161902	22801, 131034, 9254, 8785, 5212, 1690, 9362, 781, 81578, 151835, 340706, 4147, 340267	759	69	9504	2.3591682419659734	0.9159848836033623	0.14512221325595065	0.1391519956220033
UP_KEYWORDS	Neurogenesis	29	1.8843404808317088	0.007818016037417296	9201, 6493, 90167, 9723, 91851, 26038, 2823, 2047, 10752, 56978, 816, 6383, 4761, 6664, 5455, 2045, 223117, 57611, 84913, 4916, 79625, 2596, 8516, 1948, 51339, 340533, 1627, 23090, 50944	1365	244	19281	1.6788236353810124	0.9729594853680221	0.07818016037417296	0.07104197181827021
GOTERM_BP_DIRECT	GO:0019233~sensory perception of pain	10	0.649772579597141	0.007883615279030604	2911, 3218, 54463, 7345, 1740, 6863, 3751, 4886, 55800, 2903	1125	51	16172	2.818649237472767	0.9999999999989427	0.38713489175039234	0.3832457639630032
GOTERM_BP_DIRECT	GO:0007586~digestion	11	0.7147498375568551	0.00789234472206108	277, 278, 5540, 6751, 388743, 2587, 887, 100996758, 51302, 10891, 643847	1125	60	16172	2.635437037037037	0.9999999999989747	0.38713489175039234	0.3832457639630032
COG_ONTOLOGY	Secondary metabolites biosynthesis, transport, and catabolism	11	0.7147498375568551	0.007935278488822396	1589, 1544, 11283, 1543, 1576, 1573, 53630, 51302, 1593, 1580, 54905	129	65	1966	2.5791293977340493	0.1740378492109067	0.1904466837317375	0.1904466837317375
GOTERM_BP_DIRECT	GO:0001558~regulation of cell growth	13	0.8447043534762833	0.008097860735330052	8425, 27346, 183, 185, 10516, 60676, 3489, 3488, 10718, 56994, 10110, 8839, 4009	1125	79	16172	2.3655246132208156	0.9999999999995018	0.38713489175039234	0.3832457639630032
GOTERM_BP_DIRECT	GO:2000463~positive regulation of excitatory postsynaptic potential	6	0.3898635477582846	0.008222727321908449	9378, 22999, 81832, 54413, 50944, 23316	1125	19	16172	4.539508771929824	0.9999999999996787	0.38713489175039234	0.3832457639630032
GOTERM_BP_DIRECT	GO:0071880~adenylate cyclase-activating adrenergic receptor signaling pathway	6	0.3898635477582846	0.008222727321908449	154, 147, 148, 151, 152, 153	1125	19	16172	4.539508771929824	0.9999999999996787	0.38713489175039234	0.3832457639630032
UP_KEYWORDS	Oxidation	7	0.4548408057179987	0.008359502624008183	58, 7345, 1410, 1113, 348, 70, 72	1365	26	19281	3.8029585798816568	0.9789642948736004	0.08181640866050562	0.07434621482628555
INTERPRO	IPR018338:Carbonic anhydrase, alpha-class, conserved site	5	0.3248862897985705	0.008391469166566298	761, 762, 765, 768, 377677	1275	12	17632	5.762091503267974	0.9999986403480922	0.2745209198776689	0.2690407767484827
GOTERM_MF_DIRECT	GO:0004860~protein kinase inhibitor activity	10	0.649772579597141	0.008459921250228982	1634, 57689, 23769, 1101, 9479, 127435, 54997, 55450, 146760, 84152	1121	52	16263	2.7899197145405887	0.9999281483059438	0.4524043601908165	0.4511958000122124
GOTERM_BP_DIRECT	GO:0015701~bicarbonate transport	9	0.5847953216374269	0.008694524895313579	1811, 1080, 761, 375611, 762, 115111, 765, 768, 377677	1125	43	16172	3.008744186046512	0.9999999999999388	0.4038896631369668	0.39983221818582043
KEGG_PATHWAY	hsa04911:Insulin secretion	13	0.8447043534762833	0.008707290781317639	90993, 5332, 1131, 482, 111, 114, 477, 27345, 117, 108, 5579, 6833, 816	438	85	6693	2.3370668815471394	0.8846885928771815	0.08271926242251756	0.07334218004263704
INTERPRO	IPR017981:GPCR, family 2-like	11	0.7147498375568551	0.009122785518086736	575, 23284, 84059, 117, 347088, 7434, 1394, 5745, 326342, 222611, 10149	1275	59	17632	2.5782917912927883	0.9999995833164109	0.2924765037098608	0.2866379209782853
GOTERM_BP_DIRECT	GO:0009409~response to cold	8	0.5198180636777128	0.009269232414120206	154, 3306, 7067, 27344, 4023, 10891, 5468, 153	1125	35	16172	3.2857396825396825	0.9999999999999919	0.41802745740985536	0.4138279852487346
GOTERM_BP_DIRECT	GO:0086091~regulation of heart rate by cardiac conduction	8	0.5198180636777128	0.009269232414120206	781, 6331, 783, 3760, 1829, 29119, 55800, 3757	1125	35	16172	3.2857396825396825	0.9999999999999919	0.41802745740985536	0.4138279852487346
UP_SEQ_FEATURE	domain:EGF-like 6	9	0.5847953216374269	0.009470592122811029	1953, 1950, 84466, 8788, 7148, 92737, 4147, 222663, 80274	1322	43	18732	2.9656967948492414	0.9999999999999679	0.2666461540784553	0.2607678555194692
GOTERM_BP_DIRECT	GO:0044321~response to leptin	4	0.2599090318388564	0.009478808592244137	595, 6770, 3953, 9572	1125	7	16172	8.214349206349207	0.9999999999999961	0.41802745740985536	0.4138279852487346
GOTERM_BP_DIRECT	GO:0048251~elastic fiber assembly	4	0.2599090318388564	0.009478808592244137	4629, 10516, 7148, 4015	1125	7	16172	8.214349206349207	0.9999999999999961	0.41802745740985536	0.4138279852487346
KEGG_PATHWAY	hsa04530:Tight junction	13	0.8447043534762833	0.009541366604422705	88, 5521, 9073, 9076, 149461, 79784, 57644, 4629, 1365, 4621, 10398, 137075, 10686	438	86	6693	2.3098916852500797	0.9063351915169211	0.08728583523305217	0.0773910846803175
GOTERM_CC_DIRECT	GO:1903561~extracellular vesicle	10	0.649772579597141	0.009643106900958962	2823, 4969, 477, 8722, 10085, 348, 2893, 6558, 56944, 5549	1282	50	17485	2.7277691107644304	0.9913314378278042	0.16083667743099142	0.153287200735251
INTERPRO	IPR000203:GPS domain	8	0.5198180636777128	0.009680601988550542	575, 23284, 84059, 347088, 10343, 326342, 222611, 10149	1275	34	17632	3.253886966551326	0.9999998310402137	0.30427460760091213	0.29820050439240986
GOTERM_BP_DIRECT	GO:0034765~regulation of ion transmembrane transport	16	1.0396361273554255	0.009818465146949477	9254, 8645, 6332, 3760, 3761, 259232, 774, 3751, 8912, 3742, 40, 3745, 6329, 131096, 3758, 3769	1125	111	16172	2.0720880880880883	0.9999999999999988	0.4244619689270466	0.420197856150799
UP_SEQ_FEATURE	binding site:NAD	10	0.649772579597141	0.009829076199143031	55124, 345275, 124, 125, 126, 2819, 419, 3283, 130, 116969	1322	52	18732	2.7248923542418244	0.9999999999999901	0.27326464396064576	0.2672404387049303
GOTERM_CC_DIRECT	GO:0030425~dendrite	37	2.4041585445094213	0.00984714351618315	5100, 9362, 2743, 774, 214, 84249, 2047, 23242, 92737, 658, 10752, 2901, 5332, 2045, 2781, 1131, 55450, 64506, 9572, 2911, 2899, 1821, 1128, 1501, 2555, 347, 2893, 348, 4038, 4137, 108, 8910, 2916, 60481, 1627, 3745, 50944	1282	328	17485	1.5385283094250601	0.9921639011868683	0.16083667743099142	0.153287200735251
UP_SEQ_FEATURE	glycosylation site:O-linked (Xyl...) (heparan sulfate)	4	0.2599090318388564	0.009873003057978015	221914, 6383, 6385, 2719	1322	7	18732	8.096822995461421	0.9999999999999915	0.27326464396064576	0.2672404387049303
GOTERM_BP_DIRECT	GO:0042632~cholesterol homeostasis	11	0.7147498375568551	0.009932883857811586	6296, 338328, 84649, 344, 4023, 348, 338, 27346, 6646, 859, 340895	1125	62	16172	2.5504229390681004	0.9999999999999992	0.4244619689270466	0.420197856150799
UP_KEYWORDS	Myofibrillar myopathy	4	0.2599090318388564	0.009960226397415579	1410, 1674, 11155, 2318	1365	7	19281	8.071585557299844	0.9899950389099775	0.0954521696418993	0.08673697154416067
GOTERM_BP_DIRECT	GO:0086012~membrane depolarization during cardiac muscle cell action potential	5	0.3248862897985705	0.009990207075780086	781, 6331, 477, 6546, 55800	1125	13	16172	5.528888888888889	0.9999999999999993	0.4244619689270466	0.420197856150799
GOTERM_MF_DIRECT	GO:0030165~PDZ domain binding	13	0.8447043534762833	0.010117093277501949	729993, 1080, 6383, 5174, 6641, 7049, 3761, 491, 5071, 153, 2898, 1837, 2901	1121	82	16263	2.299982593938339	0.9999890191642552	0.5164316250288495	0.5150520214000992
UP_KEYWORDS	Growth factor	18	1.1695906432748537	0.010226069351525327	7044, 2254, 2660, 27006, 4969, 3625, 146433, 651, 685, 151449, 56034, 653, 1950, 4908, 10718, 5764, 9518, 3976	1365	130	19281	1.9558072696534234	0.9911577049301855	0.09599983472860511	0.08723463242729769
GOTERM_CC_DIRECT	GO:0043034~costamere	6	0.3898635477582846	0.010234103570805297	1756, 6385, 113146, 5239, 23336, 2318	1282	19	17485	4.307003859101733	0.9935297964749583	0.16176486289337405	0.154171818308583
GOTERM_BP_DIRECT	GO:0035902~response to immobilization stress	6	0.3898635477582846	0.010347568740169967	1544, 7166, 1543, 6546, 5468, 51083	1125	20	16172	4.312533333333333	0.9999999999999998	0.4291777320327638	0.42486624505769305
GOTERM_BP_DIRECT	GO:0016338~calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	6	0.3898635477582846	0.010347568740169967	1365, 9073, 137075, 9076, 10686, 149461	1125	20	16172	4.312533333333333	0.9999999999999998	0.4291777320327638	0.42486624505769305
UP_KEYWORDS	Fatty acid metabolism	17	1.1046133853151396	0.010450306380502922	33, 6296, 9415, 5563, 1384, 79152, 2194, 23205, 27306, 79966, 55301, 83401, 11001, 60481, 8309, 32, 142827	1365	120	19281	2.0010805860805863	0.9920329051249047	0.09614281870062688	0.08736456134100443
INTERPRO	IPR026086:Proline-rich protein	4	0.2599090318388564	0.01056132863649077	11272, 5542, 5544, 653247	1275	7	17632	7.902296918767506	0.9999999594140925	0.3194303736659378	0.31305372241371693
INTERPRO	IPR009039:EAR	4	0.2599090318388564	0.01056132863649077	9211, 84059, 203190, 54084	1275	7	17632	7.902296918767506	0.9999999594140925	0.3194303736659378	0.31305372241371693
UP_KEYWORDS	LIM domain	12	0.7797270955165692	0.010794700059661443	9355, 8572, 4010, 27295, 1465, 8796, 55885, 11155, 1396, 2273, 55679, 4009	1365	71	19281	2.3873703761027705	0.9932117177416656	0.09736396132243655	0.08847420833212712
GOTERM_BP_DIRECT	GO:0034332~adherens junction organization	8	0.5198180636777128	0.010833071817279598	1008, 1005, 1002, 57863, 1000, 1010, 253559, 283	1125	36	16172	3.194469135802469	1.0	0.44402849660473076	0.4395678199740863
UP_SEQ_FEATURE	domain:Fibronectin type-III 5	9	0.5847953216374269	0.010877793867379117	6098, 84624, 1630, 374462, 7148, 9172, 133396, 63923, 3977	1322	44	18732	2.8982945949663046	0.9999999999999997	0.2982453666895919	0.29167045352313425
UP_SEQ_FEATURE	domain:Ig-like C2-type 3	17	1.1046133853151396	0.010958188610762715	50937, 4099, 91653, 4684, 9172, 57188, 214, 1630, 27255, 89932, 6900, 50863, 10752, 152330, 4978, 4604, 4638	1322	121	18732	1.9907478026031182	0.9999999999999998	0.2982453666895919	0.29167045352313425
GOTERM_CC_DIRECT	GO:0016328~lateral plasma membrane	10	0.649772579597141	0.010968594769305378	1756, 6331, 375611, 4640, 1365, 525, 1829, 9076, 3745, 4072	1282	51	17485	2.6742834419259127	0.9955028199455332	0.1679566074049886	0.16007292991455035
INTERPRO	IPR003054:Type II keratin	7	0.4548408057179987	0.011165586918412516	374454, 3891, 3892, 338785, 3887, 3889, 112802	1275	27	17632	3.5853013798111837	0.9999999847564471	0.33145251537435677	0.3248358712745567
GOTERM_BP_DIRECT	GO:0001501~skeletal system development	18	1.1695906432748537	0.011525218995197446	6664, 2296, 60529, 1404, 3207, 124857, 651, 117166, 653, 2487, 2134, 658, 5745, 10631, 5549, 7704, 3209, 2736	1125	134	16172	1.9309850746268657	1.0	0.46690538347985927	0.46221488737716265
INTERPRO	IPR001611:Leucine-rich repeat	30	1.949317738791423	0.011871531934802053	23769, 3483, 146760, 4969, 57689, 1634, 340745, 114794, 127435, 8549, 84189, 10234, 26050, 389816, 158038, 9211, 339398, 390205, 22865, 145581, 57611, 4958, 57633, 4916, 1101, 57554, 474354, 5549, 203190, 139065	1275	258	17632	1.6080255357957136	0.9999999951482469	0.3460011943906853	0.3390941212649823
GOTERM_CC_DIRECT	GO:0042627~chylomicron	5	0.3248862897985705	0.01199841181395589	341, 344, 4023, 348, 338	1282	13	17485	5.245709828393136	0.9973007387170275	0.17815823602540562	0.16979570657931517
INTERPRO	IPR001781:Zinc finger, LIM-type	12	0.7797270955165692	0.012501458605282302	9355, 8572, 4010, 27295, 1465, 8796, 55885, 11155, 1396, 2273, 55679, 4009	1275	71	17632	2.337299088649544	0.9999999982543792	0.3578542525762059	0.350710561944616
